subject,professor,lecture_type,time,room
가족관계세미나,정유진,일반,전주:생활과학대학 514 ,"수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B"
가족문제와돌봄,이소임,일반,전주:인문사회관 722 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
가족법연습,이준영,일반,전주:신축 법학전문대학원 204 ,"화 8-B,화 9-A,화 9-B,화 10-A,화 10-B,화 11-A"
가족복지론,박현정,일반,전주:사회과학대학 318 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
가족상담,정혜정,일반,전주:생활과학대학 408 ,"화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B"
가족상담실습과슈퍼비젼,정혜정,일반,전주:생활과학대학 514 ,"수 4-A,수 4-B,수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
가족생활교육,정유진,일반,전주:생활과학대학 407 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
가철식의치의이해 1,박주미,일반,전주:치과대학 2호관 209 ,"화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B,수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
가철식의치의이해 2,이정진,일반,전주:치과대학 2호관 209 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B,수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,수 4-A,수 4-B,목 7-A,목 7-B,목 8-A,목 8-B"
가철식의치의이해 3,서재민,일반,전주:치과대학 2호관 209 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
가축마케팅및유통(영농창업),황인호,일반,전주:농업생명과학대학3호관 406 ,"수 4-A,수 4-B,수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
가축번식학,김종국,일반,전주:농업생명과학대학3호관 406 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
가축입식관리(영농창업),고영곤,일반,전주:농업생명과학대학본관 303 ,"화 8-A,화 8-B,화 9-A,화 9-B,화 10-A,화 10-B,화 11-A,화 11-B"
간호관리학 2,정석희,일반,전주:간호대학 303 ,"수 5-A,수 5-B,수 6-A,수 6-B"
간호관리학 2,정석희,일반,전주:간호대학 303 ,"화 3-A,화 3-B,화 4-A,화 4-B"
간호미생물과감염관리,박찬미,일반,전주:간호대학 201 ,"금 1-A,금 1-B,금 2-A,금 2-B"
간호미생물과감염관리,박찬미,일반,전주:간호대학 201 ,"금 3-A,금 3-B,금 4-A,금 4-B"
간호연구,강경옥,일반,전주:간호대학 101 ,"화 1-A,화 1-B,화 2-A,화 2-B"
간호연구,강경옥,일반,전주:간호대학 101 ,"월 2-A,월 2-B,월 3-A,월 3-B"
간호와사회심리중재개발,정재원,일반,전주:간호대학 201 ,"수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B"
간호윤리,정석희,일반,전주:간호대학 101 ,"화 8-A,화 8-B,화 9-A,화 9-B"
간호윤리,정석희,일반,전주:간호대학 101 ,"목 1-A,목 1-B,목 2-A,목 2-B"
간호이론세미나,김혜영,일반,전주:간호대학 505 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
간호정보과학,장형은,일반,전주:간호대학 202 ,"목 3-A,목 3-B,목 4-A,목 4-B"
간호정보과학,장형은,일반,전주:간호대학 202 ,"목 6-A,목 6-B,목 7-A,목 7-B"
간호통계분석,김현옥,일반,전주:간호대학 301 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
간호학개론,장형은,일반,전주:간호대학 201 ,"월 3-A,월 3-B,월 4-A,월 4-B"
간호학개론,장형은,일반,전주:간호대학 306 ,"월 6-A,월 6-B,월 7-A,월 7-B"
감각과지각,박창호,일반,전주:사회과학대학 219 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
감염성질병과면역학,명진종,일반,익산:제1 수의학관 B109 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
객체지향프로그래밍,강동기,일반,전주:공과대학 7호관 204 ,"수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B"
객체지향프로그래밍,이성현,일반,전주:공과대학 7호관 204 ,"수 9-A,수 9-B,수 10-A,수 10-B,금 8-A,금 8-B,금 9-A,금 9-B"
객체지향프로그래밍,권오봉,일반,전주:공과대학 7호관 330 ,"화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B"
객체지향프로그래밍,강동기,일반,전주:공과대학 7호관 330 ,"수 9-A,수 9-B,수 10-A,수 10-B,금 8-A,금 8-B,금 9-A,금 9-B"
거문고악곡분석 1,이정석,일반,전주:예술대학 본관 4100 ,"화 2-A,화 2-B,화 3-A,화 3-B"
거시경제학특강,노산하,일반,전주:상과대학 3호관 208 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
건강가정론,정유진,일반,전주:생활과학대학 116 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
건강불평등과사회역학,김재우,일반,전주:인문사회관 602 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
건강스트레칭,김상현,일반,전주:체육관 101 ,"목 6-A,목 6-B,목 7-A,목 7-B"
건반화성 1,이승민,일반,전주:예체능관 310 ,"화 6-A,화 6-B,화 7-A,화 7-B"
건설 CAD,김태현,일반,전주:공과대학 1호관 322 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B,수 2-A,수 2-B"
건설 CAD,유홍열,일반,전주:공과대학 1호관 322 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
건식제련공학개론,안준모,일반,전주:공과대학 2호관 405 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
건지리버럴아츠특강,전종욱,일반,전주:정보전산원 교육동 105 ,"수 7-A,수 7-B,수 8-A,수 8-B"
건축구조역학 2,박민우,일반,전주:공과대학 1호관 360 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
건축구조역학 2,박민우,일반,전주:공과대학 1호관 360 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
건축구조학,장홍석,일반,전주:공과대학 1호관 130-1 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
건축구조학,장홍석,일반,전주:공과대학 1호관 130-1 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
건축기술연구방법론,정대업,일반,전주:공과대학 1호관 234 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
건축론연구,김윤상,일반,전주:공과대학 1호관 123 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
건축및환경설계의이해,장한두,일반,전주:공과대학 9호관 914 ,"화 8-A,화 8-B,화 9-A,화 9-B,화 10-A,화 10-B,목 2-A,목 2-B"
건축법규,이기욱,일반,고창:공학관 321 ,"토 1-A,토 1-B,토 2-A,토 2-B,토 3-A,토 3-B"
건축설비 2,이효진,일반,전주:공과대학 1호관 123 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
건축시공학 1,소승영,일반,전주:공과대학 1호관 234 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
건축시공학 2,장홍석,일반,전주:공과대학 1호관 123 ,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B"
건축시공학특론,소승영,일반,전주:공과대학 1호관 131 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
건축음향계획론,정대업,일반,전주:공과대학 1호관 131 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
건축종합설계,소승영,일반,전주:공과대학 1호관 317 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
건축종합설계,김윤상,일반,전주:공과대학 1호관 235 ,"월 6-A,월 6-B,월 7-A,월 7-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B"
건축창의적공학설계입문,안규상,일반,전주:공과대학 1호관 130-1 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,수 1-A,수 1-B,수 2-A,수 2-B"
건축창의적공학설계입문,신재선,일반,전주:공과대학 1호관 130-1 ,"수 3-A,수 3-B,수 4-A,수 4-B,금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B"
건축환경공학 1,이효진,일반,전주:공과대학 1호관 234 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
건축환경공학 1,이효진,일반,전주:공과대학 1호관 234 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
건축환경공학 3,정대업,일반,전주:공과대학 1호관 234 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
건축환경공학 3,정대업,일반,전주:공과대학 1호관 234 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
검역병해충데이터관리,김소라,일반,전주:농업생명과학대학3호관 409 ,"토 1-A,토 1-B,토 2-A,토 2-B,토 3-A,토 3-B"
검찰실무 2,최진혁,일반,전주:신축 법학전문대학원 204 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
게임및혼합현실,편기현,일반,전주:공과대학 7호관 330 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
게임및혼합현실,김형기,일반,전주:공과대학 3호관 311 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
게임텍스쳐링및렌더링기법,김세희,일반,전주:예술대학 본관 2070 ,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B"
결정학,이한얼,일반,전주:공과대학 5호관 302 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
결정학특론(Advanced Crystallography),윤지욱,일반,전주:공과대학 4호관 232 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
결혼과가족관계,도유희,일반,전주:사회과학대학 414 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
결혼과가족관계,박선주,일반,전주:사회과학대학 414 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
결혼과가족관계,조은경,일반,전주:생활과학대학 118 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
결혼과가족관계,황미진,일반,전주:생활과학대학 118 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
경관식물학,박병모,일반,:  ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
경관자원론,강상희,온·오프라인강좌,전주:농업생명과학대학본관 217 ,"토 5-A,토 5-B,토 6-A,토 6-B,토 7-A,토 7-B"
경관재료및시공,박율진,일반,익산:제1 환생대관 6103 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
경력개발과취업전략,김환일,일반,전주:글로벌인재관 107-1 ,"화 1-A,화 1-B,화 2-A,화 2-B"
경력개발과취업전략,김환일,일반,전주:글로벌인재관 107-1 ,"화 6-A,화 6-B,화 7-A,화 7-B"
경영과리더십,황인섭,일반,남원:지역산업학과 본관(가칭) 103 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
경영과창업의이해,이강수,일반,전주:공과대학 1호관 149 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
경영과창업의이해,이강수,일반,전주:공과대학 3호관 406 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
경영과창업의이해,박명은,일반,전주:공과대학 3호관 408 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경영과창업의이해,이주열,일반,전주:공과대학 1호관 149 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경영과창업의이해,박명은,일반,전주:공과대학 1호관 249 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
경영과창업의이해,안성은,일반,전주:공과대학 6호관 309 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경영과창업의이해,임인섭,일반,전주:공과대학 6호관 310 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경영과창업의이해,신재근,일반,전주:상과대학 1호관 122 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
경영과창업의이해,박명은,일반,전주:상과대학 2호관 109 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
경영과창업의이해,신재근,일반,전주:인문대학1호관 405 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
경영과창업의이해,한인수,일반,익산:교양관 2205 ,"금 5-A,금 5-B,금 6-A,금 6-B,금 7-A,금 7-B"
경영수학,정선화,일반,전주:상과대학 2호관 312 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경영윤리,채연주,일반,전주:상과대학 2호관 111 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
경영윤리,채연주,일반,전주:상과대학 2호관 111 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
경영전략,박경수,일반,전주:상과대학 3호관 201 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
경영전략,박경수,일반,전주:상과대학 3호관 201 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
경영전략,선종학,일반,전주:상과대학 2호관 111 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
경영정보시스템,이은영,일반,전주:상과대학 2호관 310 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
경영정보시스템,이은영,일반,전주:상과대학 2호관 310 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
경영통계학세미나,김승운,일반,전주:상과대학 2호관 311 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
경제동물발생공학,최현우,일반,전주:농업생명과학대학3호관 411 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
경제동물생리학,강다래,일반,전주:농업생명과학대학본관 402 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
경제발전론(Economic Development),최창곤,일반,전주:상과대학 3호관 104 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
경제발전론특강,최창곤,일반,전주:상과대학 3호관 208 ,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B"
경제사학개론,황병문,일반,전주:상과대학 1호관 205 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
경제성공학,백장현,일반,전주:공과대학 6호관 509 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
경제작물학,추병길,일반,:  ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
경제통계학,김인수,일반,전주:상과대학 3호관 202 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
경제통계학,백민희,일반,전주:상과대학 1호관 205 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
경제통합론(International Economic Integration),석준호,일반,전주:상과대학 2호관 313 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
경제통합론(International Economic Integration),석준호,일반,전주:상과대학 2호관 313 ,"화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B"
경제학원론 1,김성희,일반,전주:진수당 303 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
경제학원론 2,최창곤,일반,전주:상과대학 3호관 104 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
경제학원론 2,노산하,일반,전주:상과대학 1호관 202 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
경제학원론 2,박태식,일반,전주:상과대학 1호관 203 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
경제학원론 2,박태식,일반,전주:상과대학 1호관 203 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
경제학원론 2,강창식,일반,전주:농업생명과학대학4호관 403 ,"금 5-A,금 5-B,금 6-A,금 6-B,금 7-A,금 7-B"
경제학의이해(Introduction to Economics),송영남,일반,전주:사회과학대학 414 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
경제학의이해,김하영,일반,전주:상과대학 2호관 109 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
경제학의이해,송영남,일반,전주:상과대학 1호관 201 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
경제학의이해,최정은,일반,전주:상과대학 1호관 201 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
경제학의이해,김하영,일반,전주:상과대학 1호관 201 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
경제학의이해,이선경,일반,전주:상과대학 3호관 104 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
계량경제학특강 2,김인수,일반,전주:상과대학 3호관 208 ,"화 2-B,화 3-A,화 3-B,목 2-B,목 3-A,목 3-B"
계량고고학실습,김승옥,일반,전주:인문대학2호관 312 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
계량마케팅,박상준,일반,전주:상과대학 3호관 110 ,"화 8-A,화 8-B,화 9-A,화 9-B,화 10-A,화 10-B"
계면과학,김병석,일반,전주:공과대학 2호관 416 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
고고학과자연과학,조대연,일반,전주:인문사회관 323 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
고고학콘텐츠및아카이브구축세미나 1,이형우,일반,전주:인문사회관 323 ,"화 4-A,화 4-B,화 5-A,화 5-B,화 6-A,화 6-B"
고급국제거시경제론연구,최용재,일반,전주:상과대학 1호관 110 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
고급독일어회화 1,안네 가이게스,일반,전주:인문대학2호관 309 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
고급디자인마케팅,조광수,일반,전주:예술대학 본관 3040 ,"수 10-A,수 10-B,수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
고급디자인실기 3,조동민,일반,전주:예술대학 본관 5020 ,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
고급무기화학특강,노태환,일반,전주:과학관 111 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
고급물리연구특론 1,한상욱,일반,전주:과학관 127 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
고급물리학실험 1,김성헌,일반,전주:자연과학대학5호관 217 전주:자연과학대학5호관 317 ,"수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B"
고급물리학연구특론 3,김은주,일반,전주:과학관 128 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
고급반도체물리학 1,김재연,일반,전주:반도체물성 연구소 105 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
고급발달심리학,김주연,일반,전주:인문사회관 201 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
고급사회복지통계 2,여영훈,일반,전주:인문사회관 204 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
고급사회심리학,강혜자,일반,전주:인문사회관 601 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
고급상담이론,이영순,일반,전주:사회과학대학 417 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
고급성격심리학,최명심,일반,전주:인문사회관 301 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
고급시사한국어,김길수,일반,전주:인문대학2호관 502 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
고급시사한국어,이예진,일반,전주:뉴실크로드센터 502 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
고급양자역학 2,조덕용,일반,전주:자연과학대학5호관 418 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
고급영상한국어,박헤레나,일반,전주:인문대학2호관 136 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
고급영상한국어,박헤레나,일반,전주:인문대학2호관 136 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
고급영상한국어,엄지은,일반,전주:뉴실크로드센터 502 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
고급영양이론,한안나,일반,전주:생활과학대학 407 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
고급영양학,한안나,일반,전주:생활과학대학 116 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
고급위성영상처리및실습,염종민,일반,전주:자연과학대학4호관 108 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
고급유기화학특강,정규관,일반,전주:과학관 111 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
고급입자물리학 1,신서동,일반,전주:자연과학대학5호관 203 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
고급전공실기 1,이화동,일반,전주:예술대학 2호관 1111 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
고급전공실기 1,이동훈,일반,전주:예술대학 본관 4210 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
고급전공실기 1,조보연,일반,전주:예술대학 2호관 1121 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
고급전공실기 2,신은주,일반,전주:예술대학 본관 4200 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
고급전공실기 2,박달님,일반,전주:예술대학 2호관 1112 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
